model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,asian,equalize,430,0.6398485898971558,0.030232558139534883,0.023255813953488372,True
mitigated,latino,equalize,159,0.8469578623771667,0.03773584905660377,0.018867924528301886,True
mitigated,other_race_or_ethnicity,equalize,48,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,11,,,,False
mitigated,psychiatric_or_mental_illness,equalize,463,0.6539008617401123,0.032397408207343416,0.023758099352051837,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4082,0.5,0.023027927486526212,0.023027927486526212,True
mitigated,female,cap,5037,0.5,0.019058963668850508,0.019058963668850508,True
mitigated,transgender,cap,214,0.5,0.014018691588785047,0.014018691588785047,True
mitigated,other_gender,cap,0,,,,False
mitigated,heterosexual,cap,120,0.5043982267379761,0.016666666666666666,0.016666666666666666,True
mitigated,homosexual_gay_or_lesbian,cap,874,0.6590760946273804,0.03318077803203661,0.02402745995423341,True
mitigated,bisexual,cap,30,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4082,0.5,0.012493875551200392,0.012493875551200392,True
mitigated,jewish,cap,708,0.5,0.011299435028248588,0.011299435028248588,True
mitigated,muslim,cap,1819,0.6617043018341064,0.032435404068169325,0.024189114898295765,True
mitigated,hindu,cap,48,,,,False
mitigated,buddhist,cap,54,,,,False
mitigated,atheist,cap,147,0.934155285358429,0.05442176870748299,0.02040816326530612,True
mitigated,other_religion,cap,37,,,,False
mitigated,black,cap,1111,0.8397339582443237,0.0576057605760576,0.024302430243024302,True
mitigated,white,cap,1921,0.85930997133255,0.05778240499739719,0.02394586153045289,True
mitigated,asian,cap,430,0.6398485898971558,0.030232558139534883,0.023255813953488372,True
mitigated,latino,cap,159,0.8469578623771667,0.03773584905660377,0.018867924528301886,True
mitigated,other_race_or_ethnicity,cap,48,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,11,,,,False
mitigated,psychiatric_or_mental_illness,cap,463,0.6539008617401123,0.032397408207343416,0.023758099352051837,True
mitigated,other_disability,cap,0,,,,False
