model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,muslim,equalize,1696,0.7774689197540283,0.05129716981132076,0.030660377358490566,True
mitigated,hindu,equalize,52,,,,False
mitigated,buddhist,equalize,60,,,,False
mitigated,atheist,equalize,141,0.4152545034885406,0.0070921985815602835,0.028368794326241134,True
mitigated,other_religion,equalize,20,,,,False
mitigated,black,equalize,1108,0.8236122727394104,0.10288808664259928,0.030685920577617327,True
mitigated,white,equalize,2012,0.783326268196106,0.08349900596421471,0.030815109343936383,True
mitigated,asian,equalize,436,0.6196439266204834,0.02981651376146789,0.02981651376146789,True
mitigated,latino,equalize,183,0.4806614816188812,0.02185792349726776,0.0273224043715847,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,450,0.6451199054718018,0.04,0.028888888888888888,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4198,0.5,0.0281086231538828,0.0281086231538828,True
mitigated,female,cap,5065,0.5,0.02704837117472853,0.02704837117472853,True
mitigated,transgender,cap,232,0.5804114937782288,0.03879310344827586,0.03017241379310345,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,117,0.7843191027641296,0.042735042735042736,0.02564102564102564,True
mitigated,homosexual_gay_or_lesbian,cap,906,0.8082186579704285,0.07836644591611479,0.03090507726269316,True
mitigated,bisexual,cap,18,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4034,0.5,0.01834407535944472,0.01834407535944472,True
mitigated,jewish,cap,701,0.5,0.017118402282453638,0.017118402282453638,True
mitigated,muslim,cap,1696,0.7774689197540283,0.05129716981132076,0.030660377358490566,True
mitigated,hindu,cap,52,,,,False
mitigated,buddhist,cap,60,,,,False
mitigated,atheist,cap,141,0.5,0.0070921985815602835,0.0070921985815602835,True
mitigated,other_religion,cap,20,,,,False
mitigated,black,cap,1108,0.8236122727394104,0.10288808664259928,0.030685920577617327,True
mitigated,white,cap,2012,0.783326268196106,0.08349900596421471,0.030815109343936383,True
mitigated,asian,cap,436,0.6196439266204834,0.02981651376146789,0.02981651376146789,True
mitigated,latino,cap,183,0.5,0.02185792349726776,0.02185792349726776,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,450,0.6451199054718018,0.04,0.028888888888888888,True
mitigated,other_disability,cap,0,,,,False
