model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,muslim,equalize,1696,0.8301814794540405,0.05188679245283019,0.02653301886792453,True
mitigated,hindu,equalize,52,,,,False
mitigated,buddhist,equalize,60,,,,False
mitigated,atheist,equalize,141,0.4292499125003814,0.0070921985815602835,0.02127659574468085,True
mitigated,other_religion,equalize,20,,,,False
mitigated,black,equalize,1108,0.8330531716346741,0.061371841155234655,0.026173285198555957,True
mitigated,white,equalize,2012,0.7828285694122314,0.05019880715705766,0.0268389662027833,True
mitigated,asian,equalize,436,0.3514223396778106,0.016055045871559634,0.02522935779816514,True
mitigated,latino,equalize,183,0.5694935321807861,0.02185792349726776,0.02185792349726776,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,450,0.4292499125003814,0.022222222222222223,0.02666666666666667,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4198,0.509802520275116,0.02739399714149595,0.026917579799904716,True
mitigated,female,cap,5065,0.5,0.025863770977295163,0.025863770977295163,True
mitigated,transgender,cap,232,0.8369547128677368,0.04310344827586207,0.02586206896551724,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,117,0.5,0.017094017094017096,0.017094017094017096,True
mitigated,homosexual_gay_or_lesbian,cap,906,0.7565374970436096,0.04856512141280353,0.026490066225165563,True
mitigated,bisexual,cap,18,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4034,0.5,0.018839861179970253,0.018839861179970253,True
mitigated,jewish,cap,701,0.5,0.019971469329529243,0.019971469329529243,True
mitigated,muslim,cap,1696,0.8301814794540405,0.05188679245283019,0.02653301886792453,True
mitigated,hindu,cap,52,,,,False
mitigated,buddhist,cap,60,,,,False
mitigated,atheist,cap,141,0.5,0.0070921985815602835,0.0070921985815602835,True
mitigated,other_religion,cap,20,,,,False
mitigated,black,cap,1108,0.8330531716346741,0.061371841155234655,0.026173285198555957,True
mitigated,white,cap,2012,0.7828285694122314,0.05019880715705766,0.0268389662027833,True
mitigated,asian,cap,436,0.5,0.016055045871559634,0.016055045871559634,True
mitigated,latino,cap,183,0.5694935321807861,0.02185792349726776,0.02185792349726776,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,450,0.5,0.022222222222222223,0.022222222222222223,True
mitigated,other_disability,cap,0,,,,False
