model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,muslim,equalize,1696,0.8282453417778015,0.23643867924528303,0.10495283018867925,True
mitigated,hindu,equalize,52,,,,False
mitigated,buddhist,equalize,60,,,,False
mitigated,atheist,equalize,141,0.6519090533256531,0.1347517730496454,0.09929078014184398,True
mitigated,other_religion,equalize,20,,,,False
mitigated,black,equalize,1108,0.8447935581207275,0.29873646209386284,0.10469314079422383,True
mitigated,white,equalize,2012,0.8288003206253052,0.2783300198807157,0.10536779324055666,True
mitigated,asian,equalize,436,0.3437822163105011,0.07568807339449542,0.10550458715596331,True
mitigated,latino,equalize,183,0.6992543935775757,0.15300546448087432,0.10382513661202186,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,450,0.6307986974716187,0.14222222222222222,0.10444444444444445,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4198,0.6302298903465271,0.13315864697474988,0.10528823249166269,True
mitigated,female,cap,5065,0.5388315320014954,0.11332675222112537,0.1054294175715696,True
mitigated,transgender,cap,232,0.7263285517692566,0.1896551724137931,0.10344827586206896,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,117,0.8296300768852234,0.2564102564102564,0.10256410256410256,True
mitigated,homosexual_gay_or_lesbian,cap,906,0.843508780002594,0.31567328918322296,0.10485651214128035,True
mitigated,bisexual,cap,18,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4034,0.5,0.090233019335647,0.090233019335647,True
mitigated,jewish,cap,701,0.5977252721786499,0.12981455064194009,0.10413694721825963,True
mitigated,muslim,cap,1696,0.8282453417778015,0.23643867924528303,0.10495283018867925,True
mitigated,hindu,cap,52,,,,False
mitigated,buddhist,cap,60,,,,False
mitigated,atheist,cap,141,0.6519090533256531,0.1347517730496454,0.09929078014184398,True
mitigated,other_religion,cap,20,,,,False
mitigated,black,cap,1108,0.8447935581207275,0.29873646209386284,0.10469314079422383,True
mitigated,white,cap,2012,0.8288003206253052,0.2783300198807157,0.10536779324055666,True
mitigated,asian,cap,436,0.5,0.07568807339449542,0.07568807339449542,True
mitigated,latino,cap,183,0.6992543935775757,0.15300546448087432,0.10382513661202186,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,450,0.6307986974716187,0.14222222222222222,0.10444444444444445,True
mitigated,other_disability,cap,0,,,,False
