model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,white,cap,1921,0.8537908792495728,0.13742842269651223,0.03800104112441437,True
baseline,asian,cap,430,0.7472472190856934,0.05581395348837209,0.037209302325581395,True
baseline,latino,cap,159,0.9110215306282043,0.0880503144654088,0.03773584905660377,True
baseline,other_race_or_ethnicity,cap,48,,,,False
baseline,physical_disability,cap,7,,,,False
baseline,intellectual_or_learning_disability,cap,11,,,,False
baseline,psychiatric_or_mental_illness,cap,463,0.6938879489898682,0.056155507559395246,0.0367170626349892,True
baseline,other_disability,cap,0,,,,False
mitigated,male,equalize,4082,0.4952698945999145,0.025232729054385106,0.025477707006369428,True
mitigated,female,equalize,5037,0.4162033200263977,0.02084574151280524,0.02541195155846734,True
mitigated,transgender,equalize,214,0.780662477016449,0.028037383177570093,0.02336448598130841,True
mitigated,other_gender,equalize,0,,,,False
mitigated,heterosexual,equalize,120,0.6271523237228394,0.025,0.025,True
mitigated,homosexual_gay_or_lesbian,equalize,874,0.8169911503791809,0.05377574370709382,0.02517162471395881,True
mitigated,bisexual,equalize,30,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4082,0.3149980008602142,0.017638412542871143,0.025477707006369428,True
mitigated,jewish,equalize,708,0.3750195801258087,0.018361581920903956,0.025423728813559324,True
mitigated,muslim,equalize,1819,0.7248703241348267,0.03958218801539307,0.025288620120945574,True
mitigated,hindu,equalize,48,,,,False
mitigated,buddhist,equalize,54,,,,False
mitigated,atheist,equalize,147,0.7141298651695251,0.034013605442176874,0.02040816326530612,True
mitigated,other_religion,equalize,37,,,,False
mitigated,black,equalize,1111,0.9078037738800048,0.0738073807380738,0.025202520252025202,True
mitigated,white,equalize,1921,0.8487215638160706,0.0650702758979698,0.025507548152004164,True
mitigated,asian,equalize,430,0.7148271203041077,0.044186046511627906,0.023255813953488372,True
mitigated,latino,equalize,159,0.915658175945282,0.050314465408805034,0.025157232704402517,True
mitigated,other_race_or_ethnicity,equalize,48,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,11,,,,False
mitigated,psychiatric_or_mental_illness,equalize,463,0.780662477016449,0.032397408207343416,0.023758099352051837,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4082,0.5,0.025232729054385106,0.025232729054385106,True
mitigated,female,cap,5037,0.5,0.02084574151280524,0.02084574151280524,True
mitigated,transgender,cap,214,0.780662477016449,0.028037383177570093,0.02336448598130841,True
mitigated,other_gender,cap,0,,,,False
mitigated,heterosexual,cap,120,0.6271523237228394,0.025,0.025,True
mitigated,homosexual_gay_or_lesbian,cap,874,0.8169911503791809,0.05377574370709382,0.02517162471395881,True
mitigated,bisexual,cap,30,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4082,0.5,0.017638412542871143,0.017638412542871143,True
mitigated,jewish,cap,708,0.5,0.018361581920903956,0.018361581920903956,True
mitigated,muslim,cap,1819,0.7248703241348267,0.03958218801539307,0.025288620120945574,True
mitigated,hindu,cap,48,,,,False
mitigated,buddhist,cap,54,,,,False
mitigated,atheist,cap,147,0.7141298651695251,0.034013605442176874,0.02040816326530612,True
mitigated,other_religion,cap,37,,,,False
mitigated,black,cap,1111,0.9078037738800048,0.0738073807380738,0.025202520252025202,True
mitigated,white,cap,1921,0.8487215638160706,0.0650702758979698,0.025507548152004164,True
mitigated,asian,cap,430,0.7148271203041077,0.044186046511627906,0.023255813953488372,True
mitigated,latino,cap,159,0.915658175945282,0.050314465408805034,0.025157232704402517,True
mitigated,other_race_or_ethnicity,cap,48,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,11,,,,False
mitigated,psychiatric_or_mental_illness,cap,463,0.780662477016449,0.032397408207343416,0.023758099352051837,True
mitigated,other_disability,cap,0,,,,False
