model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,asian,equalize,436,0.5557366609573364,0.1444954128440367,0.12614678899082568,True
mitigated,latino,equalize,167,0.7926247715950012,0.2275449101796407,0.12574850299401197,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,8,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,396,0.7029380202293396,0.20454545454545456,0.12626262626262627,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4123,0.5826097726821899,0.15037593984962405,0.12806209071064759,True
mitigated,female,cap,5022,0.5695533752441406,0.14834727200318598,0.12803663878932697,True
mitigated,transgender,cap,229,0.8480936288833618,0.2925764192139738,0.12663755458515283,True
mitigated,other_gender,cap,0,,,,False
mitigated,heterosexual,cap,111,0.8278281688690186,0.32432432432432434,0.12612612612612611,True
mitigated,homosexual_gay_or_lesbian,cap,870,0.8528128862380981,0.34367816091954023,0.12873563218390804,True
mitigated,bisexual,cap,27,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4145,0.5,0.10784077201447527,0.10784077201447527,True
mitigated,jewish,cap,697,0.6760854721069336,0.19368723098995697,0.12769010043041606,True
mitigated,muslim,cap,1773,0.8380180597305298,0.3164128595600677,0.12803158488437677,True
mitigated,hindu,cap,83,,,,False
mitigated,buddhist,cap,82,,,,False
mitigated,atheist,cap,147,0.6001883149147034,0.14285714285714285,0.12244897959183673,True
mitigated,other_religion,cap,37,,,,False
mitigated,black,cap,1160,0.8727816939353943,0.3913793103448276,0.12758620689655173,True
mitigated,white,cap,1968,0.8743993639945984,0.4024390243902439,0.12804878048780488,True
mitigated,asian,cap,436,0.5557366609573364,0.1444954128440367,0.12614678899082568,True
mitigated,latino,cap,167,0.7926247715950012,0.2275449101796407,0.12574850299401197,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,8,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,396,0.7029380202293396,0.20454545454545456,0.12626262626262627,True
mitigated,other_disability,cap,0,,,,False
