model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,heterosexual,equalize,105,0.8297680616378784,0.14285714285714285,0.02857142857142857,True
mitigated,homosexual_gay_or_lesbian,equalize,839,0.6953380107879639,0.07151370679380215,0.033373063170441,True
mitigated,bisexual,equalize,22,,,,False
mitigated,other_sexual_orientation,equalize,0,,,,False
mitigated,christian,equalize,4126,0.5055463314056396,0.034415899175957346,0.034173533688802715,True
mitigated,jewish,equalize,704,0.6000711917877197,0.048295454545454544,0.03409090909090909,True
mitigated,muslim,equalize,1794,0.677047073841095,0.06800445930880714,0.03400222965440357,True
mitigated,hindu,equalize,56,,,,False
mitigated,buddhist,equalize,53,,,,False
mitigated,atheist,equalize,168,0.7550956010818481,0.07738095238095238,0.02976190476190476,True
mitigated,other_religion,equalize,36,,,,False
mitigated,black,equalize,1136,0.7108290791511536,0.09419014084507042,0.03345070422535211,True
mitigated,white,equalize,2020,0.7824963331222534,0.14158415841584157,0.03415841584158416,True
mitigated,asian,equalize,452,0.6233768463134766,0.05088495575221239,0.033185840707964605,True
mitigated,latino,equalize,183,0.7824963331222534,0.09836065573770492,0.03278688524590164,True
mitigated,other_race_or_ethnicity,equalize,41,,,,False
mitigated,physical_disability,equalize,6,,,,False
mitigated,intellectual_or_learning_disability,equalize,11,,,,False
mitigated,psychiatric_or_mental_illness,equalize,437,0.5918412208557129,0.038901601830663615,0.032036613272311214,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4140,0.6493563055992126,0.057729468599033815,0.034057971014492754,True
mitigated,female,cap,4918,0.5429844260215759,0.03965026433509557,0.03416022773485156,True
mitigated,transgender,cap,190,0.5,0.021052631578947368,0.021052631578947368,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,105,0.8297680616378784,0.14285714285714285,0.02857142857142857,True
mitigated,homosexual_gay_or_lesbian,cap,839,0.6953380107879639,0.07151370679380215,0.033373063170441,True
mitigated,bisexual,cap,22,,,,False
mitigated,other_sexual_orientation,cap,0,,,,False
mitigated,christian,cap,4126,0.5055463314056396,0.034415899175957346,0.034173533688802715,True
mitigated,jewish,cap,704,0.6000711917877197,0.048295454545454544,0.03409090909090909,True
mitigated,muslim,cap,1794,0.677047073841095,0.06800445930880714,0.03400222965440357,True
mitigated,hindu,cap,56,,,,False
mitigated,buddhist,cap,53,,,,False
mitigated,atheist,cap,168,0.7550956010818481,0.07738095238095238,0.02976190476190476,True
mitigated,other_religion,cap,36,,,,False
mitigated,black,cap,1136,0.7108290791511536,0.09419014084507042,0.03345070422535211,True
mitigated,white,cap,2020,0.7824963331222534,0.14158415841584157,0.03415841584158416,True
mitigated,asian,cap,452,0.6233768463134766,0.05088495575221239,0.033185840707964605,True
mitigated,latino,cap,183,0.7824963331222534,0.09836065573770492,0.03278688524590164,True
mitigated,other_race_or_ethnicity,cap,41,,,,False
mitigated,physical_disability,cap,6,,,,False
mitigated,intellectual_or_learning_disability,cap,11,,,,False
mitigated,psychiatric_or_mental_illness,cap,437,0.5918412208557129,0.038901601830663615,0.032036613272311214,True
mitigated,other_disability,cap,0,,,,False
