model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,latino,equalize,167,0.9216402173042296,0.0718562874251497,0.023952095808383235,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,8,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,396,0.7604727745056152,0.047979797979797977,0.027777777777777776,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4123,0.5,0.02692214406985205,0.02692214406985205,True
mitigated,female,cap,5022,0.5,0.026085225009956192,0.026085225009956192,True
mitigated,transgender,cap,229,0.5218670964241028,0.026200873362445413,0.026200873362445413,True
mitigated,other_gender,cap,0,,,,False
mitigated,heterosexual,cap,111,0.5843304395675659,0.02702702702702703,0.02702702702702703,True
mitigated,homosexual_gay_or_lesbian,cap,870,0.8660192489624023,0.08735632183908046,0.027586206896551724,True
mitigated,bisexual,cap,27,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4145,0.5,0.01399276236429433,0.01399276236429433,True
mitigated,jewish,cap,697,0.5042227506637573,0.027259684361549498,0.027259684361549498,True
mitigated,muslim,cap,1773,0.6959583163261414,0.04568527918781726,0.02820078962210942,True
mitigated,hindu,cap,83,,,,False
mitigated,buddhist,cap,82,,,,False
mitigated,atheist,cap,147,0.7369688749313354,0.027210884353741496,0.027210884353741496,True
mitigated,other_religion,cap,37,,,,False
mitigated,black,cap,1160,0.8812065720558167,0.1,0.027586206896551724,True
mitigated,white,cap,1968,0.8594279289245605,0.09400406504065041,0.027947154471544715,True
mitigated,asian,cap,436,0.6797103881835938,0.04128440366972477,0.027522935779816515,True
mitigated,latino,cap,167,0.9216402173042296,0.0718562874251497,0.023952095808383235,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,8,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,396,0.7604727745056152,0.047979797979797977,0.027777777777777776,True
mitigated,other_disability,cap,0,,,,False
