model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
mitigated,heterosexual,equalize,105,0.8279673457145691,0.18095238095238095,0.02857142857142857,True
mitigated,homosexual_gay_or_lesbian,equalize,839,0.7690802216529846,0.11918951132300358,0.03575685339690107,True
mitigated,bisexual,equalize,22,,,,False
mitigated,other_sexual_orientation,equalize,0,,,,False
mitigated,christian,equalize,4126,0.4967880547046661,0.034415899175957346,0.03562772661173049,True
mitigated,jewish,equalize,704,0.6127732396125793,0.05113636363636364,0.03551136363636364,True
mitigated,muslim,equalize,1794,0.7709825038909912,0.09643255295429208,0.03567447045707915,True
mitigated,hindu,equalize,56,,,,False
mitigated,buddhist,equalize,53,,,,False
mitigated,atheist,equalize,168,0.6653018593788147,0.06547619047619048,0.03571428571428571,True
mitigated,other_religion,equalize,36,,,,False
mitigated,black,equalize,1136,0.7978719472885132,0.1329225352112676,0.035211267605633804,True
mitigated,white,equalize,2020,0.7411122918128967,0.10643564356435643,0.03564356435643564,True
mitigated,asian,equalize,452,0.5829659700393677,0.046460176991150445,0.035398230088495575,True
mitigated,latino,equalize,183,0.7586894631385803,0.08743169398907104,0.03278688524590164,True
mitigated,other_race_or_ethnicity,equalize,41,,,,False
mitigated,physical_disability,equalize,6,,,,False
mitigated,intellectual_or_learning_disability,equalize,11,,,,False
mitigated,psychiatric_or_mental_illness,equalize,437,0.6364660859107971,0.04805491990846682,0.034324942791762014,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4140,0.6143361926078796,0.05652173913043478,0.035748792270531404,True
mitigated,female,cap,4918,0.5928433537483215,0.0516470109800732,0.03558357055713705,True
mitigated,transgender,cap,190,0.5694336891174316,0.03684210526315789,0.031578947368421054,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,105,0.8279673457145691,0.18095238095238095,0.02857142857142857,True
mitigated,homosexual_gay_or_lesbian,cap,839,0.7690802216529846,0.11918951132300358,0.03575685339690107,True
mitigated,bisexual,cap,22,,,,False
mitigated,other_sexual_orientation,cap,0,,,,False
mitigated,christian,cap,4126,0.5,0.034415899175957346,0.034415899175957346,True
mitigated,jewish,cap,704,0.6127732396125793,0.05113636363636364,0.03551136363636364,True
mitigated,muslim,cap,1794,0.7709825038909912,0.09643255295429208,0.03567447045707915,True
mitigated,hindu,cap,56,,,,False
mitigated,buddhist,cap,53,,,,False
mitigated,atheist,cap,168,0.6653018593788147,0.06547619047619048,0.03571428571428571,True
mitigated,other_religion,cap,36,,,,False
mitigated,black,cap,1136,0.7978719472885132,0.1329225352112676,0.035211267605633804,True
mitigated,white,cap,2020,0.7411122918128967,0.10643564356435643,0.03564356435643564,True
mitigated,asian,cap,452,0.5829659700393677,0.046460176991150445,0.035398230088495575,True
mitigated,latino,cap,183,0.7586894631385803,0.08743169398907104,0.03278688524590164,True
mitigated,other_race_or_ethnicity,cap,41,,,,False
mitigated,physical_disability,cap,6,,,,False
mitigated,intellectual_or_learning_disability,cap,11,,,,False
mitigated,psychiatric_or_mental_illness,cap,437,0.6364660859107971,0.04805491990846682,0.034324942791762014,True
mitigated,other_disability,cap,0,,,,False
